 SERIAL DEL OPACIMETRO OPASTLC024;221213000483/EU19320/EU19323;9718846	
Fecha Generacion: 2025-1-30 Hora: 15:25	
-.** Prueba Aplicada a la Placa:  .-** GHN044.-** 
	
-.* Tabla de Valores Medida de Ciclo Nro 1.-* 	
-.* Diametro Exosto.-* 430.0 mm  	
Tmp Resp: 	 Opacidad RAW	 Opacidad Con Filtro BESEL	 Opacidad Con Correccion BerLambert 	 Densidad de Humo 
	
0	0.1	2.0E-4	2.3626369342055753E-4	5.4945109889223555E-6	
0.02	0.1	0.0011	0.0012994492535667312	3.0219946429806636E-5	
0.04	0.1	0.0028	0.0033076839111800815	7.692415386629488E-5	
0.06	0.1	0.0051	0.006024697418260949	1.4011346303361544E-4	
0.08	0.1	0.0079	0.009332350741386719	2.170415402868161E-4	
0.1	0.1	0.0111	0.013112505403722885	3.04961980648169E-4	
0.12	0.1	0.0146	0.01724702444896309	4.011281841687637E-4	
0.14	0.1	0.0183	0.021617773191162648	5.027932597339322E-4	
0.16	0.1	0.0221	0.02610661975034345	6.072099563148211E-4	
0.18	0.1	0.0259	0.030595435374147772	7.116306216826839E-4	
0.2	0.1	0.0297	0.03508422006160972	8.160552561391565E-4	
0.22	0.1	0.0335	0.03957297381176339	9.204838599859111E-4	
0.24	0.1	0.0372	0.043943572735527514	0.0010221681570451219	
0.26	0.1	0.0408	0.048196019210233754	0.001121107842434169	
0.28	0.1	0.0443	0.0523303155491206	0.001217302619475413	
0.3	0.1	0.0476	0.05622834234153551	0.0013080036372608184	
0.32	0.1	0.0507	0.05989010382948523	0.0013932103515324752	
0.34	0.1	0.0536	0.063315603998082	0.0014729222509637626	
0.36	0.1	0.0563	0.06650484657549915	0.0015471388571693025	
0.38	0.1	0.0588	0.06945783503290448	0.0016158597247136856	
0.4	0.1	0.0612	0.07229269135125005	0.0016818333748405874	
0.42	0.1	0.0634	0.07489129879939549	0.0017423106126020478	
0.44	0.1	0.0655	0.0773717780512162	0.001800040126968253	
0.46	0.1	0.0674	0.07961601304005139	0.0018522726376710992	
0.48	0.1	0.0692	0.08174212326126362	0.0019017569849323372	
0.5	0.1	0.0709	0.08375010987202725	0.0019484930202291687	
0.52	0.1	0.0725	0.08563997396531242	0.001992480603283204	
0.54	0.1	0.074	0.08741171656977409	0.002033719602059384	
0.56	0.1	0.0754	0.08906533864981858	0.0020722098927689514	
0.58	0.1	0.0767	0.09060084110553701	0.0021079513598692306	
0.6	0.1	0.0779	0.09201822477280519	0.0021409438960671924	
0.62	0.1	0.079	0.09331749042317261	0.0021711874023180263	
0.64	0.1	0.08	0.09449863876390685	0.002198681787827237	
0.66	0.1	0.0809	0.09556167043799357	0.0022234269700516203	
0.68	0.1	0.0817	0.09650658602414763	0.0022454228747004106	
0.7	0.1	0.0824	0.09733338603675756	0.002264669435734784	
0.72	0.1	0.083	0.09804207092590778	0.0022811665953690902	
0.74	0.1	0.0835	0.09863264107744518	0.0022949143040730175	
0.76	0.1	0.0839	0.09910509681285706	0.0023059125205692897	
0.78	0.1	0.0842	0.09945943838934879	0.002314161211835912	
0.8	0.1	0.0845	0.09981377977293926	0.0023224099278696714	
0.82	0.1	0.0847	0.10005000725483715	0.0023279090856518914	
0.84	0.1	0.0849	0.10028623465098141	0.0023334082544413863	
0.86	0.1	0.0851	0.10052246196139425	0.0023389074342387204	
0.88	0.1	0.0853	0.10075868918606457	0.0023444066250436824	
0.9	0.1	0.0855	0.10099491632501456	0.0023499058268568376	
0.92	0.1	0.0857	0.10123114337819983	0.0023554050396771982	
0.94	0.1	0.0859	0.10146737034567588	0.002360904263506104	
0.96	0.1	0.0861	0.1017035972273872	0.002366403498342311	
0.98	0.1	0.0862	0.10182171063609635	0.0023691531198885224	
1	0.1	0.0863	0.1019398240233671	0.0023719027441866406	
1.02	0.1	0.0864	0.10205793738921054	0.0023746523712369315	
1.04	0.1	0.0865	0.10217605073361558	0.0023774020010391412	
1.06	0.1	0.0866	0.1022941640565933	0.002380151633593535	
1.08	0.1	0.0867	0.10241227735812153	0.002382901268899601	
1.1	0.1	0.0868	0.10253039063822245	0.0023856509069578634	
1.12	0.1	0.0869	0.10264850389689606	0.002388400547768327	
1.14	0.1	0.087	0.10276661713413127	0.002391150191330739	
1.16	0.1	0.0871	0.10288473034991696	0.002393899837644848	
1.18	0.1	0.0872	0.10300284354427536	0.0023966494867111755	
1.2	0.1	0.0873	0.10312095671720645	0.002399399138529729	
1.22	0.1	0.0874	0.10323906986871023	0.002402148793100513	
1.24	0.1	0.0875	0.1033571829987534	0.002404898450422759	
1.26	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.28	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.3	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.32	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.34	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.36	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.38	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.4	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.42	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.44	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.46	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.48	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.5	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.52	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.54	0.1	0.0876	0.10347529610738038	0.002407648110497506	
1.56	0.1	0.0876	0.10347529610738038	0.002407648110497506	
